# C:\WinTA100\DIL805.PRO\Data\Quenching\1_fofo_Q&P_PT170-QT300-15min_heating50oCs-1_11.13.15.PAR
#                Time - Temperature  /  Change in Length  /  Nominal Temperature 
#                  s                °C                    µm                    °C
  1424        71.42478943      714.17834473       96.79273224      714.23596191
  1425        71.47497559      714.61785889       96.80597687      714.73779297
  1426        71.52505493      715.30676270       96.90134430      715.23870850
  1427        71.57525635      715.66320801       96.97286224      715.74066162
  1428        71.62537384      716.34191895       96.98343658      716.24182129
  1429        71.67553711      716.75238037       97.07616425      716.74328613
  1430        71.72565460      717.13104248       97.13707733      717.24481201
  1431        71.77580261      717.90234375       97.26952362      717.74597168
  1432        71.82589722      718.40051270       97.35694122      718.24694824
  1433        71.87599945      718.70013428       97.38872528      718.74810791
  1434        71.92613983      719.34014893       97.56354523      719.24957275
  1435        71.97629547      719.65319824       97.66419220      719.75091553
  1436        72.02647400      720.32391357       97.71982574      720.25292969
  1437        72.07659149      720.80749512       97.78604889      720.75402832
  1438        72.12683105      721.31091309       97.81517792      721.25622559
  1439        72.17690277      721.75292969       97.88669586      721.75720215
  1440        72.22707367      722.23919678       97.91584015      722.25885010
  1441        72.27725220      722.79357910       97.95819855      722.76055908
  1442        72.32730103      723.23260498       98.01914215      723.26110840
  1443        72.37737274      723.64825439       98.08005524      723.76184082
  1444        72.42748260      724.14538574       98.24958038      724.26275635
  1445        72.47763062      724.78778076       98.33170319      724.76446533
  1446        72.52779388      725.26666260       98.42441559      725.26611328
  1447        72.57791901      725.80920410       98.54360199      725.76721191
  1448        72.62807465      726.22882080       98.59394073      726.26879883
  1449        72.67823792      726.66925049       98.68134308      726.77038574
  1450        72.72840881      727.21923828       98.72107697      727.27209473
  1451        72.77854156      727.84277344       98.76346588      727.77343750
  1452        72.82868958      728.23974609       98.80052948      728.27508545
  1453        72.87888336      728.91265869       98.87470245      728.77697754
  1454        72.92903900      729.29913330       98.94092560      729.27856445
  1455        72.97922516      729.70837402       98.95681000      729.78021240
  1456        73.02941132      730.33331299       99.10514069      730.28228760
  1457        73.07951355      730.82391357       99.24024200      730.78332520
  1458        73.12965393      731.23303223       99.34619904      731.28448486
  1459        73.17984772      731.78979492       99.40711212      731.78643799
  1460        73.23000336      732.25457764       99.50775909      732.28814697
  1461        73.28009796      732.66870117       99.58458710      732.78906250
  1462        73.33025360      733.29315186       99.58193207      733.29052734
  1463        73.38044739      733.74102783       99.67198944      733.79248047
  1464        73.43068695      734.29101563       99.68788910      734.29498291
  1465        73.48085022      734.72558594       99.73291779      734.79650879
  1466        73.53097534      735.49444580       99.74086761      735.29779053
  1467        73.58112335      735.82244873       99.81237030      735.79925537
  1468        73.63128662      736.43438721       99.91039276      736.30096436
  1469        73.68137360      736.91400146       99.95806122      736.80169678
  1470        73.73152161      737.11523438      100.07990265      737.30340576
  1471        73.78176117      737.68157959      100.16997528      737.80566406
  1472        73.83191681      738.01776123      100.20175934      738.30725098
  1473        73.88209534      738.55511475      100.34214020      738.80895996
  1474        73.93225861      738.77862549      100.37390900      739.31060791
  1475        73.98239136      739.47943115      100.43219757      739.81195068
  1476        74.03250885      739.92639160      100.49047089      740.31317139
  1477        74.08265686      740.30004883      100.55139923      740.81433105
  1478        74.13268280      740.90057373      100.60701752      741.31475830
  1479        74.18277740      741.18682861      100.71297455      741.81585693
  1480        74.23294067      741.73291016      100.77124786      742.31738281
  1481        74.28312683      742.31274414      100.94077301      742.81933594
  1482        74.33329773      742.70690918      101.01229095      743.32104492
  1483        74.38343811      743.51202393      101.18181610      743.82232666
  1484        74.43367004      743.82385254      101.38312531      744.32470703
  1485        74.48375702      744.46185303      101.51555634      744.82574463
  1486        74.53384399      744.85046387      101.66919708      745.32641602
  1487        74.58403015      745.62359619      101.71952057      745.82830811
  1488        74.63422394      746.15557861      101.80426788      746.33026123
  1489        74.68428040      746.63696289      101.92081451      746.83074951
  1490        74.73445892      747.08587646      101.97644806      747.33270264
  1491        74.78463745      747.53094482      102.05062103      747.83447266
  1492        74.83483124      748.09106445      102.15921783      748.33642578
  1493        74.88501740      748.64886475      102.32610321      748.83825684
  1494        74.93503571      749.03594971      102.45059967      749.33843994
  1495        74.98525238      749.52490234      102.59627533      749.84057617
  1496        75.03538513      750.04400635      102.73401642      750.34191895
  1497        75.08557129      750.61621094      102.91942596      750.84362793
  1498        75.13576508      751.26666260      103.05982208      751.34576416
  1499        75.18592072      752.12805176      103.15251923      751.84722900
  1500        75.23608398      752.44586182      103.23728180      752.34857178
  1501        75.28620148      752.98352051      103.24788666      752.85009766
  1502        75.33632660      753.46582031      103.36179352      753.35144043
  1503        75.38647461      754.09216309      103.40680695      753.85260010
  1504        75.43764496      754.44476318      103.55513763      754.36456299
  1505        75.48773956      754.89801025      103.59752655      754.86547852
  1506        75.53796387      755.60870361      103.67964935      755.36773682
  1507        75.58811188      756.04833984      103.78557587      755.86920166
  1508        75.63831329      756.35345459      103.93921661      756.37097168
  1509        75.68848419      756.90417480      103.99485016      756.87304688
  1510        75.73867035      757.44995117      104.12993622      757.37481689
  1511        75.78878784      757.92138672      104.23589325      757.87585449
  1512        75.83889771      758.45666504      104.34183502      758.37713623
  1513        75.88907623      758.87786865      104.39746857      758.87884521
  1514        75.93920135      759.33782959      104.47693634      759.38000488
  1515        75.98937988      759.81030273      104.53784943      759.88189697
  1516        76.03948975      760.33612061      104.59348297      760.38281250
  1517        76.08962250      760.90209961      104.63851166      760.88439941
  1518        76.13979340      761.40570068      104.71002960      761.38610840
  1519        76.18994904      761.90832520      104.79743195      761.88757324
  1520        76.24005127      762.47833252      104.89543915      762.38854980
  1521        76.29019928      763.03125000      105.00139618      762.89001465
  1522        76.34035492      763.25915527      105.07822418      763.39147949
  1523        76.39053345      763.91558838      105.20270538      763.89337158
  1524        76.44066620      764.36773682      105.31661224      764.39477539
  1525        76.49076080      764.78259277      105.38018036      764.89562988
  1526        76.54094696      765.31872559      105.43579865      765.39746094
  1527        76.59110260      765.89410400      105.52321625      765.89910889
  1528        76.64126587      766.27624512      105.57088470      766.40069580
  1529        76.69139862      766.82592773      105.58412933      766.90197754
  1530        76.74152374      767.42333984      105.67418671      767.40344238
  1531        76.79166412      767.85491943      105.76160431      767.90460205
  1532        76.84185791      768.52880859      105.83046722      768.40667725
  1533        76.89200592      769.00347900      105.94701385      768.90802002
  1534        76.94220734      769.54193115      106.07416534      769.41015625
  1535        76.99235535      769.81945801      106.19600677      769.91174316
  1536        77.04246521      770.32196045      106.27281952      770.41271973
  1537        77.09262848      770.95245361      106.36287689      770.91436768
  1538        77.14277649      771.41162109      106.47942352      771.41595459
  1539        77.19294739      771.94897461      106.51120758      771.91748047
  1540        77.24309540      772.38995361      106.61452484      772.41906738
  1541        77.29325867      772.93426514      106.58274078      772.92059326
  1542        77.34340668      773.54962158      106.64894867      773.42193604
  1543        77.39353943      773.85699463      106.70722198      773.92346191
  1544        77.44371033      774.46722412      106.80258942      774.42510986
  1545        77.49391937      774.83941650      106.87940216      774.92724609
  1546        77.54409027      775.43566895      107.01183319      775.42901611
  1547        77.59422302      775.88360596      107.09395599      775.93023682
  1548        77.64443970      776.47772217      107.23699188      776.43243408
  1549        77.69455719      776.94488525      107.41974640      776.93359375
  1550        77.74470520      777.47314453      107.44625092      777.43505859
  1551        77.79481506      777.78338623      107.55219269      777.93634033
  1552        77.84493256      778.46673584      107.52040863      778.43737793
  1553        77.89512634      779.02252197      107.67140961      778.93914795
  1554        77.94520569      779.46978760      107.65814972      779.44000244
  1555        77.99533844      779.95086670      107.70581818      779.94146729
  1556        78.04553986      780.36511230      107.75879669      780.44335938
  1557        78.09571075      780.94506836      107.90978241      780.94519043
  1558        78.14581299      781.46447754      107.90714264      781.44622803
  1559        78.19599915      781.88403320      108.12699127      781.94812012
  1560        78.24601746      782.40197754      108.21175385      782.44824219
  1561        78.29621124      783.09637451      108.32564545      782.95013428
  1562        78.34738922      783.56323242      108.41571808      783.46203613
  1563        78.39755249      783.87658691      108.50841522      783.96368408
  1564        78.44763184      784.31213379      108.58258820      784.46441650
  1565        78.49781036      784.94042969      108.58788300      784.96618652
  1566        78.54788971      785.45440674      108.67264557      785.46704102
  1567        78.59810638      785.82983398      108.70706940      785.96899414
  1568        78.64822388      786.49621582      108.76270294      786.47027588
  1569        78.69839478      786.96520996      108.87924957      786.97204590
  1570        78.74957275      787.38592529      108.91898346      787.48376465
  1571        78.79969788      788.02532959      109.03287506      787.98498535
  1572        78.84983826      788.44500732      109.14676666      788.48657227
  1573        78.89999390      789.10205078      109.26067352      788.98791504
  1574        78.95016479      789.46008301      109.33484650      789.48974609
  1575        79.00033569      789.95794678      109.50966644      789.99139404
  1576        79.05046844      790.29516602      109.61296844      790.49291992
  1577        79.10060120      790.96044922      109.65799713      790.99426270
  1578        79.15061188      791.59143066      109.71892548      791.49414063
  1579        79.20081329      792.10614014      109.76395416      791.99609375
  1580        79.25082397      792.55371094      109.81693268      792.49633789
  1581        79.30098724      793.01708984      109.79837799      792.99774170
  1582        79.35115814      793.45410156      109.93347931      793.49951172
  1583        79.40237427      793.92626953      110.00499725      794.00146484
  1584        79.45251465      794.50152588      110.07917023      794.51324463
  1585        79.50267792      794.85351563      110.24074554      795.01489258
  1586        79.55282593      795.43151855      110.32814789      795.51635742
  1587        79.60305786      795.93957520      110.43939972      796.01843262
  1588        79.65320587      796.67022705      110.52681732      796.52014160
  1589        79.70339966      797.05725098      110.64069366      797.02209473
  1590        79.75350952      797.51086426      110.77845001      797.52319336
  1591        79.80364227      798.11120605      110.82082367      798.02441406
  1592        79.85377502      798.67279053      110.88175201      798.52587891
  1593        79.90396881      799.04461670      110.92943573      799.02777100
  1594        79.95407867      799.61871338      110.96916962      799.52886963
  1595        80.00420380      800.20721436      111.03272247      800.02996826
  1596        80.05438995      800.50659180      111.08040619      800.53198242
  1597        80.10452271      800.92950439      111.15192413      801.03332520
  1598        80.15467072      801.40112305      111.34000397      801.53472900
  1599        80.20482635      801.76647949      111.36647797      802.03637695
  1600        80.25494385      802.49090576      111.54131317      802.53753662
  1601        80.30511475      803.03869629      111.64461517      803.03918457
  1602        80.35523987      803.51611328      111.73467255      803.54040527
  1603        80.40538788      804.00836182      111.80353546      804.04199219
  1604        80.45560455      804.50476074      111.95452118      804.54394531
  1605        80.50566864      805.08984375      111.93331146      805.04479980
  1606        80.55579376      805.61804199      111.95981598      805.54614258
  1607        80.60596466      806.03302002      112.02867889      806.04766846
  1608        80.65604401      806.58776855      112.06577301      806.54846191
  1609        80.70619202      807.07049561      112.16112518      807.05004883
  1610        80.75635529      807.61981201      112.26972198      807.55157471
  1611        80.80651093      808.29718018      112.36244965      808.05328369
  1612        80.85660553      808.57434082      112.50017548      808.55413818
  1613        80.90674591      808.91717529      112.61406708      809.05541992
  1614        80.95690918      809.49700928      112.66704559      809.55725098
  1615        81.00702667      809.90728760      112.83391571      810.05834961
  1616        81.05717468      810.42303467      112.87895966      810.55963135
  1617        81.10732269      810.91455078      112.92929840      811.06140137
  1618        81.15744781      811.42828369      112.92133331      811.56250000
  1619        81.20754242      811.93762207      112.98755646      812.06347656
  1620        81.25762177      812.29010010      113.00609589      812.56439209
  1621        81.30878448      812.59503174      113.08556366      813.07592773
  1622        81.35897064      813.45245361      113.13854218      813.57763672
  1623        81.40909576      813.66052246      113.22859955      814.07904053
  1624        81.45922089      814.18646240      113.27097321      814.58032227
  1625        81.50923157      814.49243164      113.34514618      815.08032227
  1626        81.55944824      814.95031738      113.43520355      815.58251953
  1627        81.61061096      815.56976318      113.45903778      816.09423828
  1628        81.66078186      815.96740723      113.54380035      816.59582520
  1629        81.71080780      816.35705566      113.51465607      817.09619141
  1630        81.76097107      816.83154297      113.58089447      817.59771729
  1631        81.81098175      817.32171631      113.48818207      818.09777832
  1632        81.86105347      817.93585205      113.57558441      818.59863281
  1633        81.91110229      818.36120605      113.50141144      819.09899902
  1634        81.96118927      818.85388184      113.47493744      819.59991455
  1635        82.01237488      819.39807129      113.49347687      820.11181641
  1636        82.06253052      820.01434326      113.49347687      820.61340332
  1637        82.11264801      820.66058350      113.48288727      821.11444092
  1638        82.16274261      821.18627930      113.46964264      821.61553955
  1639        82.21276093      821.47711182      113.42195892      822.11572266
  1640        82.26288605      822.12780762      113.45903778      822.61688232
  1641        82.31305695      822.65380859      113.38751984      823.11859131
  1642        82.36322021      823.25238037      113.33454132      823.62030029
  1643        82.41442108      823.81793213      113.35044098      824.13214111
  1644        82.46459961      824.48425293      113.25243378      824.63409424
  1645        82.51480103      825.14715576      113.16503143      825.13616943
  1646        82.56497192      825.76037598      113.10674286      825.63769531
  1647        82.61499023      826.38067627      113.04581451      826.13781738
  1648        82.66514587      827.10546875      112.98490143      826.63952637
  1649        82.71517944      827.69055176      112.99550629      827.13983154
  1650        82.76534271      828.55895996      112.96372223      827.64135742
  1651        82.81650543      828.91497803      112.93723297      828.15313721
  1652        82.86658478      829.57086182      112.95577240      828.65380859
  1653        82.91659546      830.09777832      112.95311737      829.15405273
  1654        82.96666718      830.55328369      113.06171417      829.65478516
  1655        83.01668549      831.08044434      113.07762909      830.15496826
  1656        83.06683350      831.41192627      113.09085846      830.65637207
  1657        83.11795044      831.95898438      113.05907440      831.16760254
  1658        83.16802979      832.21447754      113.11734772      831.66839600
  1659        83.21825409      832.94659424      113.07495880      832.17047119
  1660        83.26834106      833.35046387      113.04053497      832.67156982
  1661        83.31838989      833.65203857      113.07231903      833.17193604
  1662        83.36856842      834.00201416      113.05907440      833.67364502
  1663        83.41872406      834.56677246      113.14383698      834.17541504
  1664        83.46890259      834.95745850      113.22594452      834.67706299
  1665        83.51908875      835.35687256      113.29746246      835.17895508
  1666        83.56926727      835.76440430      113.36634064      835.68078613
  1667        83.61939240      836.41308594      113.44315338      836.18212891
  1668        83.66961670      836.75616455      113.57294464      836.68420410
  1669        83.72078705      837.31903076      113.60472870      837.19604492
  1670        83.77097321      837.87554932      113.68949127      837.69769287
  1671        83.82112122      838.30596924      113.74246979      838.19921875
  1672        83.87131500      838.72314453      113.66300201      838.70117188
  1673        83.92147827      839.02404785      113.76628876      839.20281982
  1674        83.97164917      839.68371582      113.85636139      839.70458984
  1675        84.02165222      840.05963135      113.87224579      840.20452881
  1676        84.07180023      840.61956787      113.94907379      840.70611572
  1677        84.12191772      841.12567139      114.05767059      841.20727539
  1678        84.17202759      841.67047119      114.20336151      841.70843506
  1679        84.22219849      842.25415039      114.26163483      842.21002197
  1680        84.27239990      842.75042725      114.40201569      842.71209717
  1681        84.32260132      843.26696777      114.48412323      843.21386719
  1682        84.37277222      843.82043457      114.56888580      843.71575928
  1683        84.42394257      844.32232666      114.72252655      844.22760010
  1684        84.47409821      844.79443359      114.68013763      844.72888184
  1685        84.52426147      845.25811768      114.76226044      845.23077393
  1686        84.57432556      845.82965088      114.77550507      845.73120117
  1687        84.62446594      846.43139648      114.76490021      846.23266602
  1688        84.67456055      846.69897461      114.86820221      846.73388672
  1689        84.72572327      847.31512451      114.93708038      847.24542236
  1690        84.77590942      847.72027588      114.98474884      847.74713135
  1691        84.82704163      848.30657959      115.04567719      848.25842285
  1692        84.87716675      848.65576172      115.19136810      848.75970459
  1693        84.92834473      849.27624512      115.24433136      849.27160645
  1694        84.97856140      849.70715332      115.27613068      849.77368164
  1695        85.02869415      850.16796875      115.48537445      850.27490234
  1696        85.07886505      850.85028076      115.55425262      850.77673340
  1697        85.12895203      851.32934570      115.64165497      851.27770996
  1698        85.17906952      851.61956787      115.70523834      851.77880859
  1699        85.22920990      852.25958252      115.73436737      852.28021240
  1700        85.27944183      852.74291992      115.81118011      852.78234863
  1701        85.32953644      853.09533691      115.83502960      853.28332520
  1702        85.37969208      853.75854492      115.89595795      853.78503418
  1703        85.42991638      854.18310547      116.03366852      854.28710938
  1704        85.48005676      854.88275146      116.09725189      854.78857422
  1705        85.53026581      855.37597656      116.14493561      855.29083252
  1706        85.58045959      855.93511963      116.26943207      855.79260254
  1707        85.63058472      856.51031494      116.33034515      856.29394531
  1708        85.68070221      856.80346680      116.43628693      856.79510498
  1709        85.73084259      857.31439209      116.54225922      857.29644775
  1710        85.78097534      857.78289795      116.63761139      857.79779053
  1711        85.83110046      858.32623291      116.71707916      858.29907227
  1712        85.88128662      858.94738770      116.76740265      858.80078125
  1713        85.93129730      859.27014160      116.79123688      859.30114746
  1714        85.98149109      859.82818604      116.84421539      859.80291748
  1715        86.03163910      860.21063232      116.89453888      860.30450439
  1716        86.08181000      860.71936035      116.94486237      860.80621338
  1717        86.13182068      861.30651855      117.04817963      861.30621338
  1718        86.18201447      861.91796875      117.13294220      861.80798340
  1719        86.23210907      862.30377197      117.24683380      862.30920410
  1720        86.28226471      862.63873291      117.40311432      862.81066895
  1721        86.33242035      863.18182373      117.48787689      863.31231689
  1722        86.38251495      863.78076172      117.58853912      863.81317139
  1723        86.43266296      864.27105713      117.64945221      864.31469727
  1724        86.48286438      864.80981445      117.68918610      864.81677246
  1725        86.53307343      865.25402832      117.76599884      865.31890869
  1726        86.58322906      865.78576660      117.85605621      865.82031250
  1727        86.63341522      866.41601563      117.87726593      866.32214355
  1728        86.68348694      866.79895020      117.99909210      866.82299805
  1729        86.73360443      867.33496094      118.04943085      867.32409668
  1730        86.78376770      867.93273926      118.10770416      867.82568359
  1731        86.83393097      868.36236572      118.22954559      868.32739258
  1732        86.88405609      868.79193115      118.38053131      868.82861328
  1733        86.93421173      869.42840576      118.54210663      869.32977295
  1734        86.98433685      869.95623779      118.57654572      869.83129883
  1735        87.03443146      870.35644531      118.64806366      870.33239746
  1736        87.08464813      870.82635498      118.74076080      870.83459473
  1737        87.13477325      871.34613037      118.78845978      871.33575439
  1738        87.18500519      871.80352783      118.90499115      871.83825684
  1739        87.23506165      872.52673340      118.91558075      872.33874512
  1740        87.28524780      872.91339111      119.02948761      872.84057617
  1741        87.33538818      873.39434814      119.09040070      873.34179688
  1742        87.38554382      873.87219238      119.19107819      873.84362793
  1743        87.43566132      874.42498779      119.30760956      874.34478760
  1744        87.48579407      874.84564209      119.43210602      874.84606934
  1745        87.53587341      875.28448486      119.55924225      875.34680176
  1746        87.58598328      875.77258301      119.68903351      875.84790039
  1747        87.63614655      876.26898193      119.77643585      876.34948730
  1748        87.68630219      876.78979492      119.89829254      876.85113525
  1749        87.73645782      877.29815674      119.97246552      877.35266113
  1750        87.78659821      877.86968994      120.08106232      877.85412598
  1751        87.83675385      878.55957031      120.12079620      878.35571289
  1752        87.88695526      878.97558594      120.19495392      878.85748291
  1753        87.93710327      879.37951660      120.30355072      879.35906982
  1754        87.98726654      879.91339111      120.37772369      879.86077881
  1755        89.78807831      880.01678467      120.64525604      880.00000000
  1756        91.58755493      880.00805664      121.18827057      880.00000000
  1757        93.38772583      880.05780029      121.72330475      880.00000000
  1758        95.18845367      879.87438965      122.24777985      880.00000000
  1759        96.98810577      880.06866455      122.61331940      880.00000000
  1760        98.78745270      880.10571289      123.09011078      880.00000000
  1761       100.58738708      880.03442383      123.53246307      880.00000000
  1762       102.38807678      879.99822998      123.91388702      880.00000000
  1763       104.18746948      880.01123047      124.41716766      880.00000000
  1764       105.98827362      880.01562500      124.78533173      880.00000000
  1765       107.78783417      880.02301025      124.99990082      880.00000000
  1766       109.58750916      879.95831299      125.21710968      880.00000000
  1767       111.38788605      880.01263428      125.47139740      880.00000000
  1768       113.18734741      880.06298828      125.58528900      880.00000000
  1769       114.98796844      880.02301025      125.78923798      880.00000000
  1770       116.78782654      880.05017090      126.06206512      880.00000000
  1771       118.58830261      880.07867432      126.20510101      880.00000000
  1772       120.38787079      879.92358398      126.34285736      880.00000000
  1773       122.18730927      879.80932617      126.53356171      880.00000000
  1774       123.98799896      880.07507324      126.66335297      880.00000000
  1775       125.78764343      879.96417236      126.85405731      880.00000000
  1776       127.58823395      880.12927246      127.01830292      880.00000000
  1777       129.38844299      880.09350586      127.12953949      880.00000000
  1778       131.18733215      880.01562500      127.16132355      880.00000000
  1779       132.98825073      879.99542236      127.22756195      880.00000000
  1780       134.78811646      880.12213135      127.38118744      880.00000000
  1781       136.58738708      879.94152832      127.42885590      880.00000000
  1782       138.38737488      879.84979248      127.58248138      880.00000000
  1783       140.18830872      879.96173096      127.69638824      880.00000000
  1784       141.98774719      880.09350586      127.75995636      880.00000000
  1785       143.78805542      879.98760986      127.69373322      880.00000000
  1786       145.58753967      880.01831055      127.79439545      880.00000000
  1787       147.38748169      880.12738037      127.91889191      880.00000000
  1788       149.18740845      879.79730225      128.00364685      880.00000000
  1789       150.98823547      880.06042480      128.14140320      880.00000000
  1790       152.78729248      879.85815430      128.12814331      880.00000000
  1791       154.58793640      879.84423828      128.19436646      880.00000000
  1792       156.38780212      880.03875732      128.17317200      880.00000000
  1793       158.18804932      879.97344971      128.17848206      880.00000000
  1794       159.98838806      879.93786621      128.24468994      880.00000000
  1795       161.78750610      880.05487061      128.29235840      880.00000000
  1796       163.58784485      880.10595703      128.40890503      880.00000000
  1797       165.38824463      880.15533447      128.52545166      880.00000000
  1798       167.18765259      879.83441162      128.52282715      880.00000000
  1799       168.98764038      879.87103271      128.57315063      880.00000000
  1800       170.78782654      879.99255371      128.61286926      880.00000000
  1801       172.58824158      880.14801025      128.62878418      880.00000000
  1802       174.38739014      879.94403076      128.51222229      880.00000000
  1803       176.18728638      879.99298096      128.54667664      880.00000000
  1804       177.98748779      879.91217041      128.58905029      880.00000000
  1805       179.78816223      880.02935791      128.64201355      880.00000000
  1806       181.58755493      880.08270264      128.71353149      880.00000000
  1807       183.38775635      880.05908203      128.72676086      880.00000000
  1808       185.18801880      879.91284180      128.85656738      880.00000000
  1809       186.98764038      879.89990234      128.89628601      880.00000000
  1810       188.78829956      879.98461914      128.86187744      880.00000000
  1811       190.58782959      879.99542236      128.89895630      880.00000000
  1812       192.38740540      879.97869873      128.86186218      880.00000000
  1813       194.18840027      879.98333740      128.85922241      880.00000000
  1814       195.98767090      879.98632813      128.87776184      880.00000000
  1815       197.78810120      879.97808838      128.84068298      880.00000000
  1816       199.58734131      880.00146484      128.88305664      880.00000000
  1817       201.38786316      880.03027344      128.90954590      880.00000000
  1818       203.18750000      879.90771484      128.94132996      880.00000000
  1819       204.98762512      880.01434326      129.00489807      880.00000000
  1820       206.78744507      880.03546143      128.98104858      880.00000000
  1821       208.58787537      880.02532959      128.94398499      880.00000000
  1822       210.38841248      879.97198486      128.99430847      880.00000000
  1823       212.18737793      879.86505127      128.90690613      880.00000000
  1824       213.98760986      880.02496338      128.88305664      880.00000000
  1825       215.78735352      880.04138184      128.97576904      880.00000000
  1826       217.58784485      880.05926514      128.97047424      880.00000000
  1827       219.38818359      879.95416260      128.90159607      880.00000000
  1828       221.18731689      879.86486816      129.00755310      880.00000000
  1829       222.98751831      879.94946289      129.03668213      880.00000000
  1830       224.78775024      879.95507813      129.02609253      880.00000000
  1831       226.58764648      880.03125000      129.01020813      880.00000000
  1832       228.38813782      880.09161377      129.07112122      880.00000000
  1833       230.18746948      879.97808838      129.13998413      880.00000000
  1834       231.98767090      879.98724365      129.15588379      880.00000000
  1835       233.78843689      880.02777100      129.15324402      880.00000000
  1836       235.58786011      879.91369629      129.15322876      880.00000000
  1837       237.38729858      880.04943848      129.12144470      880.00000000
  1838       239.18775940      879.88934326      129.14793396      880.00000000
  1839       240.98797607      880.01226807      129.12937927      880.00000000
  1840       242.78834534      879.99096680      129.11351013      880.00000000
  1841       244.58753967      880.03765869      129.06317139      880.00000000
  1842       246.38772583      879.98498535      129.11614990      880.00000000
  1843       248.18731689      880.12963867      129.24063110      880.00000000
  1844       249.98809814      879.90997314      129.20091248      880.00000000
  1845       251.78787231      879.98944092      129.17442322      880.00000000
  1846       253.58753967      879.98156738      129.21681213      880.00000000
  1847       255.38778687      880.00225830      129.23799133      880.00000000
  1848       257.18771362      880.01959229      129.26715088      880.00000000
  1849       258.98760986      879.89483643      129.18766785      880.00000000
  1850       260.78836060      879.98095703      129.18238831      880.00000000
  1851       262.58740234      879.95446777      129.11351013      880.00000000
  1852       264.38787842      880.06732178      129.15324402      880.00000000
  1853       266.18801880      880.03002930      129.16119385      880.00000000
  1854       267.98754883      879.80895996      129.16912842      880.00000000
  1855       269.78839111      880.05029297      129.13468933      880.00000000
  1856       271.58798218      879.92858887      129.16383362      880.00000000
  1857       273.38775635      879.84863281      129.17442322      880.00000000
  1858       275.18777466      879.91088867      129.17971802      880.00000000
  1859       276.98739624      879.99383545      129.15853882      880.00000000
  1860       278.78823853      879.94067383      129.16912842      880.00000000
  1861       280.58755493      880.13146973      129.14263916      880.00000000
  1862       282.38793945      879.95397949      129.11085510      880.00000000
  1863       284.18728638      880.00280762      129.12409973      880.00000000
  1864       285.98831177      880.00158691      129.13999939      880.00000000
  1865       287.78765869      880.10644531      129.15853882      880.00000000
  1866       289.58831787      880.06713867      129.16119385      880.00000000
  1867       291.38751221      879.97558594      129.16383362      880.00000000
  1868       293.18801880      880.01391602      129.19296265      880.00000000
  1869       294.98840332      880.08081055      129.23005676      880.00000000
  1870       296.78759766      880.07342529      129.22740173      880.00000000
  1871       298.58795166      880.09783936      129.24064636      880.00000000
  1872       300.38757324      879.81628418      129.24859619      880.00000000
  1873       302.18768311      880.11322021      129.26979065      880.00000000
  1874       303.98751831      880.00531006      129.18501282      880.00000000
  1875       305.78833008      880.06262207      129.14793396      880.00000000
  1876       307.58761597      880.01330566      129.14262390      880.00000000
  1877       309.38800049      879.98077393      129.12409973      880.00000000
  1878       311.18838501      880.03131104      129.10556030      880.00000000
  1879       312.98727417      880.04064941      129.04463196      880.00000000
  1880       314.78778076      879.94592285      129.08436584      880.00000000
  1881       316.58843994      880.16210938      129.06317139      880.00000000
  1882       318.38766479      880.07183838      129.06848145      880.00000000
  1883       320.18783569      879.92321777      129.12409973      880.00000000
  1884       321.98791504      880.03790283      129.12940979      880.00000000
  1885       323.78814697      879.94781494      129.12144470      880.00000000
  1886       325.58743286      880.02020264      129.17971802      880.00000000
  1887       327.38800049      880.06939697      129.16119385      880.00000000
  1888       329.18734741      880.02844238      129.21151733      880.00000000
  1889       330.98815918      879.95910645      129.15324402      880.00000000
  1890       332.78744507      880.17144775      129.12675476      880.00000000
  1891       334.58819580      880.09985352      129.19561768      880.00000000
  1892       336.38787842      879.95166016      129.12937927      880.00000000
  1893       338.18807983      879.99243164      129.18502808      880.00000000
  1894       339.98825073      880.14605713      129.12940979      880.00000000
  1895       341.78768921      880.08898926      129.12675476      880.00000000
  1896       343.58798218      879.99645996      129.14529419      880.00000000
  1897       345.38806152      879.85540771      129.17707825      880.00000000
  1898       347.18786621      880.01055908      129.15322876      880.00000000
  1899       348.98757935      879.94342041      129.12937927      880.00000000
  1900       350.78805542      880.05291748      129.11882019      880.00000000
  1901       352.58731079      880.04351807      129.12409973      880.00000000
  1902       354.38742065      880.04620361      129.04992676      880.00000000
  1903       356.18829346      880.09338379      129.13204956      880.00000000
  1904       357.98751831      880.08123779      129.09759521      880.00000000
  1905       359.78790283      880.04730225      129.06317139      880.00000000
  1906       361.58801270      879.91339111      129.06848145      880.00000000
  1907       363.38787842      880.07470703      129.05258179      880.00000000
  1908       365.18811035      879.83557129      129.00755310      880.00000000
  1909       366.98730469      879.81451416      129.02343750      880.00000000
  1910       368.78750610      880.12268066      129.11882019      880.00000000
  1911       370.58776855      879.93524170      128.99960327      880.00000000
  1912       372.38824463      880.07806396      129.08702087      880.00000000
  1913       374.18746948      879.92919922      129.07377625      880.00000000
  1914       375.98770142      880.29028320      129.05258179      880.00000000
  1915       377.78741455      879.94836426      129.10556030      880.00000000
  1916       379.58816528      880.07397461      129.13468933      880.00000000
  1917       381.38842773      879.95227051      129.10290527      880.00000000
  1918       383.18798828      880.07263184      129.08436584      880.00000000
