"index" "time.s" "TC1" "dl.um" "T.n" "dl.pct"
4928 280.80017089 300.15283203 28.93028069 300 0.1258978653
4929 281.70080566 300.06201172 28.9859066 300 0.1264541244
4930 282.60046386 299.93554688 28.99650002 300 0.1265600586
4931 283.49987793 299.93637085 29.02563667 300 0.1268514251
4932 284.40075683 300.02636719 29.03358269 300 0.1269308853
4933 285.30017089 299.90396118 29.05212593 300 0.1271163177
4934 286.1998291 299.91445923 29.02033806 300 0.126798439
4935 287.09973144 299.88851929 29.04682732 300 0.1270633316
4936 288.00036621 299.91445923 29.06271935 300 0.1272222519
4937 288.89978027 300.04013062 29.091856 300 0.1275136184
4938 289.80041503 299.95742798 29.11304665 300 0.1277255249
4939 290.70080566 300.12042236 29.12894249 300 0.1278844833
4940 291.60021972 299.94442749 29.13158989 300 0.1279109573
4941 292.50085449 299.93634033 29.12099266 300 0.127804985
4942 293.40051269 299.93634033 29.17131996 300 0.128308258
4943 294.29992675 300.043396 29.1925106 300 0.1285201644
4944 295.20056152 300.08151245 29.21370125 300 0.1287320709
4945 296.09997558 300.11312866 29.21370125 300 0.1287320709
4946 297.00061035 299.81393433 29.21635246 300 0.128758583
4947 297.90026855 299.9744873 29.26667976 300 0.129261856
4948 298.79992675 299.77908325 29.24283791 300 0.1290234375
4949 299.70080566 299.86581421 29.24283791 300 0.1290234375
4950 300.60046386 300.11553955 29.30376244 300 0.1296326828
4951 301.50085449 299.9850769 29.34879112 300 0.1300829696
4952 302.40026855 299.99554443 29.32230568 300 0.1298181152
4953 303.29992675 299.94772339 29.36203575 300 0.1302154159
4954 304.20056152 299.99963379 29.36203575 300 0.1302154159
4955 305.10046386 300.05554199 29.33554649 300 0.1299505233
4956 305.99987793 299.8269043 29.37528038 300 0.1303478622
4957 306.90026855 300.0993042 29.38852501 300 0.1304803085
4958 307.79992675 299.9793396 29.40971565 300 0.1306922149
4959 308.70080566 299.94287109 29.41501045 300 0.1307451629
4960 309.59997558 300.12774658 29.44944572 300 0.1310895156
4961 310.50061035 300.00369263 29.43885231 300 0.1309835815
4962 311.40002441 299.92098999 29.50771904 300 0.1316722488
4963 312.30065918 299.96069336 29.483881 300 0.1314338684
4964 313.20031738 299.93237305 29.46004295 300 0.1311954879
4965 314.09973144 300.11636353 29.53950691 300 0.1319901275
4966 315.00061035 300.06124878 29.51037025 300 0.1316987609
4967 315.90002441 299.99554443 29.54215431 300 0.1320166015
4968 316.80065918 300.0758667 29.56334496 300 0.132228508
4969 317.70007324 300.04666138 29.54215431 300 0.1320166015
4970 318.600708 299.89990234 29.56599236 300 0.132254982
4971 319.50012207 299.89099121 29.58983421 300 0.1324934005
4972 320.39978027 300.03695679 29.62426949 300 0.1328377533
4973 321.30065918 300.11553955 29.6322155 300 0.1329172134
4974 322.1998291 299.95910645 29.6348629 300 0.1329436874
4975 323.100708 300.0710144 29.67194557 300 0.1333145141
4976 324.00036621 300.00695801 29.6348629 300 0.1329436874
4977 324.89978027 300.0458374 29.65340614 300 0.1331291198
4978 325.80065918 300.08071899 29.72227287 300 0.1338177871
4979 326.70031738 300.19668579 29.62691689 300 0.1328642273
4980 327.59973144 299.98098755 29.71432686 300 0.133738327
4981 328.50012207 299.96801758 29.70373344 300 0.1336323928
4982 329.39978027 299.88937378 29.72757149 300 0.1338707733
4983 330.30065918 299.95504761 29.75935555 300 0.1341886139
4984 331.20007324 300.00128174 29.79379082 300 0.1345329666
4985 332.10046386 299.9413147 29.76200676 300 0.134215126
4986 333.00012207 299.88534546 29.82822609 300 0.1348773193
4987 333.90051269 299.83343506 29.76200676 300 0.134215126
4988 334.80017089 299.95425415 29.7884922 300 0.1344799804
