"index" "time.s" "dl.pct" "TC1"
4494 0 0 249.67660522
4495 0.900024410000015 0.00225146 250.06950378
4496 1.80090332000009 0.00235742 250.01687622
4497 2.70019531000003 0.00214551 249.90419006
4498 3.60083008000015 0.00190712999999999 250.13885498
4499 4.50024414000018 0.00182765 249.95996094
4500 5.40075683000009 0.00140385999999999 250.07162476
4501 6.30041504000019 0.00143034 250.07362366
4502 7.20104979999996 0.00135087 249.93821716
4503 8.10058593999997 0.000874089999999994 249.95680237
4504 9 0.000529740000000001 249.98368835
4505 9.90051269000014 0.000900579999999998 250.11712646
4506 10.8000488300002 0.000741649999999996 250.01571655
4507 11.70043945 0.0012979 250.12742615
4508 12.60021972 0.00140385999999999 250.13371277
4509 13.50097656 0.00177469 249.98683167
4510 14.40026855 0.000927059999999993 250.00128174
4511 15.3009033200001 0.00164224 249.98884583
4512 16.2005615200001 0.000794630000000004 250.10365295
4513 17.1000976500002 0.00143034 250.04774475
4514 18.0007324200001 0.00140385999999999 249.7747345
4515 18.9005126900001 0.00156278 249.98468018
4516 19.8010253900002 0.00156278 250.1398468
4517 20.70043945 0.00127141 250.01985168
4518 21.6000976500002 0.00158927 249.91546631
4519 22.5008544900002 0.00174819 250.08291626
4520 23.4007568300001 0.00135087 250.05604553
4521 24.3000488300002 0.00140385999999999 250.04260254
4522 25.2005615200001 0.00145682 250.08807373
4523 26.1010742200001 0.00158927 249.91963196
4524 27.00061035 0.00203956 249.97854614
4525 27.9001464800001 0.00203956 250.00956726
4526 28.8010253900002 0.00225146 250.15527344
4527 29.70043945 0.00211904 250.13253784
4528 30.6000976500002 0.00246336999999999 249.90914917
4529 31.5004882800001 0.00238391 249.85542297
4530 32.4001464800001 0.00286069 249.90400696
4531 33.3006591800001 0.00328451 250.01257324
4532 34.2003173800001 0.00304611 250.00028992
4533 35.1000976500002 0.00288718 250.12223816
4534 36.00036621 0.00246336999999999 249.95050049
4535 36.9007568300001 0.00286069 250.09022522
4536 37.8004150400002 0.00346992 249.9236145
4537 38.70043945 0.00317854999999999 249.76957703
4538 39.6010742200001 0.00246336999999999 249.94020081
4539 40.5001220700001 0.00344344000000001 249.8710022
4540 41.4003906200001 0.00333747999999999 249.98669434
4541 42.3000488300002 0.00294015 249.9536438
4542 43.2010498 0.00407913999999999 250.18629456
4543 44.1003418 0.00376128999999999 249.91017151
4544 45.00036621 0.00370831000000001 250.0756073
4545 45.9008789000002 0.00405265 249.9236145
4546 46.8002929700001 0.00399968999999999 250.05075073
4547 47.7006835900002 0.00389373 250.01257324
4548 48.6003418 0.00381427999999999 249.87911987
4549 49.50061035 0.00392021999999999 250.01353455
4550 50.40100097 0.00402617000000001 249.82951355
4551 51.3002929700001 0.00429105 249.95465088
4552 52.2009277300001 0.00394672 249.98982239
4553 53.10058594 0.00468835999999999 249.99183655
4554 54.0004882800001 0.00479432 250.0042572
4555 54.9005126900001 0.00444999 249.96809387
4556 55.8010253900002 0.00524461999999999 250.1179657
4557 56.70080566 0.00521813 249.95666504
4558 57.6004638700001 0.00495326 250.13354492
4559 58.5002441400002 0.00537705000000001 249.98768616
4560 59.4008789000002 0.00585386 250.04873657
4561 60.3004150400002 0.00582735999999999 250.16241455
4562 61.2000732400002 0.00543004000000001 249.9256134
4563 62.1003418 0.00585386 249.91117859
4564 63.0008544900002 0.00638361 250.17071533
4565 63.90026855 0.00617171000000001 249.97424316
4566 64.8006591800001 0.00611872000000001 249.88528442
4567 65.70019531 0.00630414 249.95664978
4568 66.60095215 0.00643658000000001 249.92147827
4569 67.5007324200001 0.00654254 250.05690002
4570 68.40100097 0.00728421999999999 249.92045593
4571 69.3005371100001 0.00683391000000001 249.99183655
4572 70.2010498 0.00635713 249.97938538
4573 71.1004638700001 0.00736367 250.01673889
4574 72 0.00723122999999999 250.01872253
4575 72.9008789000002 0.00752259000000001 249.84912109
4576 73.8002929700001 0.00773449999999999 250.10865784
4577 74.7009277300001 0.00752259000000001 250.0879364
4578 75.6004638700001 0.00715175999999999 249.91217041
4579 76.5002441400002 0.00765502999999999 249.948349
4580 77.4007568300001 0.00799936999999999 249.948349
4581 78.3002929700001 0.00868807000000001 249.9803772
4582 79.2006835900002 0.00810533000000001 249.88328552
4583 80.1005859400002 0.00826427 250.05589294
4584 81.0002441400002 0.00839670999999999 249.94735718
4585 81.9006347600002 0.00850267 249.97320557
4586 82.8000488299999 0.00887349 250.01141357
4587 83.7009277299999 0.00927081 249.96078491
4588 84.6005859400002 0.00839670999999999 249.97525024
4589 85.5 0.00953568 250.15925598
4590 86.4006347600002 0.00937676 249.99183655
4591 87.3000488299999 0.00876754 250.09622192
4592 88.2006835900002 0.00950922 250.03001404
4593 89.10009765 0.00882050999999999 249.98036194
4594 90.0007324200001 0.00993300000000001 249.95249939
4595 90.9003906200001 0.00980057999999999 250.13139343
4596 91.8002929700001 0.0097211 250.19856262
4597 92.7009277299999 0.01001249 250.02069092
4598 93.6003418 0.01014491 250.02070618
4599 94.5009765600003 0.0108336 250.14369202
4600 95.4006347600002 0.01072767 250.01239014
4601 96.3000488299999 0.01104551 249.99484253
4602 97.2006835900002 0.01033033 250.16026306
4603 98.1005859400002 0.01088659 250.10450745
4604 99 0.01136337 250.16642761
4605 99.9003906200001 0.01154878 249.8427887
4606 100.80004883 0.01146931 249.99897766
4607 101.70043945 0.01149581 250.1033783
4608 102.60009765 0.01178717 249.91514587
4609 103.50097656 0.01184016 249.99067688
4610 104.4008789 0.01178717 249.99580383
4611 105.30053711 0.01244936 249.98353577
