Temperature,Dilation
53.66266652703274,12.341879911872894
59.553330057689436,13.130108183374816
65.44402628346671,13.920441203265256
71.61544826388882,14.762340558674538
77.7862708337666,15.565652860294222
83.95709340364436,16.368965161913877
90.12742554671314,17.140706237705714
96.29753972231131,17.898415657574063
102.46754491417411,18.649109249480645
108.63689620362496,19.357707873616775
114.80619300120813,20.06279858377205
120.97532632318831,20.75736555198469
127.14407820209487,21.427377122331222
133.3127210972661,22.09037286471603
139.4812005168343,22.74284486515822
145.64978892013784,23.402332693562144
151.81826833970604,24.054804694004318
157.9870202186126,24.72481626435085
164.1559900649898,25.408859490620898
170.3253958463083,26.120966028737897
176.49507408696513,26.850612136759267
182.66529724629856,27.61533738458934
188.8358473568381,28.401110116304665
195.00672441858347,29.207930331905203
201.17803741527024,30.042813859352734
207.34956837942764,30.89172904272374
213.2410547372861,31.732926815336825
219.1321814488179,32.550972355676166
225.02354792456748,33.384452717531346
230.91539392875245,34.24880272241819
236.80717999188306,35.109294021926075
242.41808227395262,35.90804603537062
248.3102879244642,36.79554827253122
254.2021938697036,37.663756982797025
259.8135157391542,38.489519933894286
265.42489754965925,39.319141590370506
271.03663900649076,40.17191547912047
276.6483804633224,41.02468936787044
282.2600619790996,41.87360455124144
287.8718633769856,42.730237145370374
293.48378465698045,43.594587150257226
298.8151551617723,44.41863512118606
304.1466388885558,45.24997175783069
309.7587999327684,46.129756584233384
315.0903502607235,46.965380671299094
320.14124991171815,47.75427154877518
325.4728268801419,48.59161061600931
331.08486804224566,49.46367803165408
336.696849263295,50.33188674191988
342.3087106022354,51.192378041427766
348.2008563116926,52.07602157320942
354.09300202114974,52.95966510499106
359.9840687916272,53.773851939951435
366.15619916632886,54.66135417711204
372.32773013048626,55.51026936048305
378.4986616840993,56.320597490064465
384.6699201889185,57.15197310353112
390.8409607262669,57.969317061074285
397.01178329614464,58.772629362693955
403.18151602866914,59.505783384696194
409.3483062003398,60.049510051731346
415.5120448274212,60.39679353583767
421.67262292617824,60.54061800905341
427.83085787462556,60.53360218109167
433.9873490833076,60.414333105742024
440.1430229139748,60.24244532067931
446.2997865819953,60.14071581523402
452.45878441658994,60.18281078300448
458.6213242225828,60.452920159531615
464.78702455690023,60.92648854694933
470.95610338701266,61.6175476011811
477.1268714650228,62.41735198881991
483.0181779997179,63.24697364529612
488.6293799870596,64.06501918563546
494.5205666396459,64.88692343135375
500.4122328206676,65.73969732010372
506.3037791195805,66.58475379809579
512.4765089048265,67.51084308904598
518.3685347321748,68.3867692100697
523.9801563068975,69.23182568806175
529.5920775868924,70.0961756929486
534.9235013726216,70.92365362421428
539.9744676247878,71.71683195211143
545.0257002816404,72.52716008169286
550.0769995396645,73.34177566169534
555.1285652023751,74.17354104338209
560.1801974662574,75.0095938754899
565.2320295336542,75.85850905886092
570.2839282022228,76.71171169265298
575.3357602696196,77.560626876024
580.387525735845,78.40525460897395
585.4392912020703,79.2498823419239
590.4908568647809,80.08164772361064
595.5423559263197,80.90912565487632
600.5934553808293,81.7108788836156
605.9250323492529,82.54821795084973
611.5367738060845,83.40099183959971
617.1482155576439,84.23447220145488
623.0401814439379,85.10653961709966
628.931487978633,85.93616127357586
634.8233939238723,86.80436998384167
640.9949248880298,87.65328516721269
646.8867109511605,88.51377646672057
652.7781373679643,89.3511155339547
658.6692640794963,90.16916107429404
664.561349847899,91.04894590069672
670.7328808120562,91.89786108406773
676.9044117762137,92.74677626743875
683.0759427403711,93.59569145080975
689.2469832777197,94.41303540835293
695.4174788963912,95.19530022608737
701.5867212021069,95.89688302226175
